================ Training Loss (Tue Jun 21 17:38:13 2022) ================
(epoch: 1, iters: 100, time: 0.100, data: 0.161) D_A: 3.168 G_A: 0.363 cycle_A: 1.073 idt_A: 0.450 D_B: 0.277 G_B: 0.451 cycle_B: 0.846 idt_B: 0.522 
(epoch: 1, iters: 200, time: 0.097, data: 0.001) D_A: 0.256 G_A: 0.303 cycle_A: 0.787 idt_A: 0.326 D_B: 0.184 G_B: 0.573 cycle_B: 0.700 idt_B: 0.395 
(epoch: 1, iters: 300, time: 0.101, data: 0.001) D_A: 0.188 G_A: 0.985 cycle_A: 0.887 idt_A: 0.321 D_B: 0.105 G_B: 0.121 cycle_B: 0.637 idt_B: 0.355 
(epoch: 2, iters: 52, time: 0.138, data: 0.001) D_A: 0.219 G_A: 0.558 cycle_A: 0.861 idt_A: 0.328 D_B: 0.316 G_B: 0.270 cycle_B: 0.651 idt_B: 0.411 
(epoch: 2, iters: 152, time: 0.100, data: 0.001) D_A: 0.068 G_A: 0.605 cycle_A: 0.829 idt_A: 0.365 D_B: 0.227 G_B: 0.545 cycle_B: 0.936 idt_B: 0.374 
(epoch: 2, iters: 252, time: 0.100, data: 0.001) D_A: 0.274 G_A: 0.289 cycle_A: 1.677 idt_A: 0.344 D_B: 0.195 G_B: 0.227 cycle_B: 0.655 idt_B: 0.772 
(epoch: 3, iters: 4, time: 0.108, data: 0.001) D_A: 0.371 G_A: 0.065 cycle_A: 0.747 idt_A: 0.284 D_B: 0.214 G_B: 0.391 cycle_B: 0.661 idt_B: 0.351 
(epoch: 3, iters: 104, time: 0.130, data: 0.000) D_A: 0.270 G_A: 0.348 cycle_A: 0.796 idt_A: 0.317 D_B: 0.377 G_B: 0.082 cycle_B: 0.583 idt_B: 0.412 
(epoch: 3, iters: 204, time: 0.099, data: 0.001) D_A: 0.230 G_A: 0.590 cycle_A: 0.799 idt_A: 0.309 D_B: 0.256 G_B: 0.256 cycle_B: 0.704 idt_B: 0.302 
(epoch: 3, iters: 304, time: 0.102, data: 0.002) D_A: 0.232 G_A: 0.282 cycle_A: 0.957 idt_A: 0.288 D_B: 0.335 G_B: 0.156 cycle_B: 0.587 idt_B: 0.383 
(epoch: 4, iters: 56, time: 0.100, data: 0.002) D_A: 0.246 G_A: 0.389 cycle_A: 0.905 idt_A: 0.311 D_B: 0.494 G_B: 0.203 cycle_B: 0.597 idt_B: 0.452 
(epoch: 4, iters: 156, time: 0.130, data: 0.001) D_A: 0.242 G_A: 0.349 cycle_A: 1.027 idt_A: 0.634 D_B: 0.136 G_B: 0.359 cycle_B: 1.405 idt_B: 0.423 
(epoch: 4, iters: 256, time: 0.101, data: 0.001) D_A: 0.184 G_A: 0.371 cycle_A: 0.635 idt_A: 0.256 D_B: 0.256 G_B: 0.446 cycle_B: 0.546 idt_B: 0.336 
(epoch: 5, iters: 8, time: 0.105, data: 0.001) D_A: 0.254 G_A: 0.305 cycle_A: 0.871 idt_A: 0.328 D_B: 0.182 G_B: 0.244 cycle_B: 0.685 idt_B: 0.358 
(epoch: 5, iters: 108, time: 0.111, data: 0.000) D_A: 0.420 G_A: 0.319 cycle_A: 0.699 idt_A: 0.369 D_B: 0.349 G_B: 0.133 cycle_B: 0.705 idt_B: 0.396 
